Nombre de usuario,Usuario,Fecha,Texto
EL GRAN GADITANO,@GaditanoGran,2020-12-09T20:23:43.000Z,"#YoNoMeVacuno Fumo y bebo cuando y cuanto me da la gana, asi me mato yo solo, no ningún politicucho de mierda."
albert,@albertfdezz,2020-12-09T20:23:40.000Z,Como diría la gran Mila ximenez: te doy un consejo “para” #YoNoMeVacuno
ICR,@ICR_82_,2020-12-09T20:23:39.000Z,"En el #YoNoMeVacuno regalan Títulos de Medicina, oiga!!! La de expertos que está perdiendo este país....."
Juan Pinedo López,@JuanPiii98,2020-12-09T20:23:01.000Z,"Los conspiranoicos egoístas y cobardes del hashtag #YoNoMeVacuno ¿Qué van a hacer cuando la gente se vacune y no pasa nada fuera de lo normal, los típicos errores, de gravedad mucho menor que la enfermedad?

¿De dónde sacan fuerzas para seguir inventándose magufadas?"
Victoria Martínez,@VictoriaMorrea1,2020-12-09T20:22:28.000Z,"Los que desean la UCI a los que no se inyecten se parecen a los antiguos curas que amenazaban con el infierno, tanto que detestáis la religión y los totalitarismos y sois peores, sois NAZIS, ODIADORES, TENÉIS EL ALMA PODRIDA, sois tan solo seres llenos de miedo #YoNoMeVacuno"
diego 𓆙,@diegospnr,2020-12-09T20:22:27.000Z,"si los de #YoNoMeVacuno recibieran una paguita por tremenda ausencia de neuronas, nos quedabamos sin dinero en 0,"
it's been Agatha all along,@meteorvioleta,2020-12-09T20:22:06.000Z,"#YoNoMeVacuno pues no lo hagáis, luego no os pongáis a llorar y a decir que si el gobierno nos está matando, panda de anormales."
Ari Simio,@AriSimio,2020-12-09T20:22:06.000Z,#YoNoMeVacuno que les peten!
cgruiz,@cristgruiz,2020-12-09T20:21:56.000Z,#YoNoMeVacuno y dejo q la vacuna q me tocase a mi se la pongan a otro q la necesita más q yo. Ésa es la actitud
Ángel Ramos,@AngelRamosT,2020-12-09T20:21:55.000Z,"Los de #YoNoMeVacuno son de traca: son gente que se dice “librepensante” pero se cree la primera magufada que oye. Pues mira, ya que las dosis son, por ahora, limitadas, más vacunas para los que sí somos responsables. #YoMeVacuno."
Juanjo,@JuanjoBeni,2020-12-09T20:21:49.000Z,"Ya hay gente repartiendo clases de moralidad sobre el ponerse o no la vacuna. Tu te las vas a poner? Pues debe importarte una mierda quién piense que no debe vacunarse y respetar su decisión, y a la inversa. Para la gilipollez si q no hay vacuna...

#YoNoMeVacuno
#yomevacuno"
"Gataluna Es fácil: mascarilla, manos, distancia",@Gataluna21,2020-12-09T20:20:29.000Z,"#YoNoMeVacuno Dicen que no se vacunan pero toman garrafón cada finde hasta caerse medio muertos, se fuman lo que les vende cualquier matao en una esquina, juegan con polvitos mágicos que llevan hasta matarratas pero ellos no se vacunan. Fenomenal."
Monjecito,@Monjecito99,2020-12-09T20:20:28.000Z,#YoNoMeVacuno El retraso no conoce límites
María Souto,@meri_souto,2020-12-09T20:20:06.000Z,La inmensa mayoría de los que lleváis el #yonomevacuno por bandera ¿os dais cuenta de que estáis en este mundo porque vuestros padres os vacunaron de pequeños y que esas vacunas también podían tener efectos adversos?
Camarrada Gaztea,@GayumbosR,2020-12-09T20:20:06.000Z,"Los de #YoNoMeVacuno “tienen miedo a los efectos secundarios de la vacuna. No como el Nolotil, la Amoxicilina, o incluso la Penicilina, que como todos sabemos, el efecto secundario son unas ganas enormes de follar."
Psicosis Morales,@PsicosisMorales,2020-12-09T20:19:57.000Z,"¿#YoNoMeVacuno?  Por fortuna la vacuna es egoista.
Nos cuidamos quienes queremos, pero te podemos contagiar si no estás vacunado....
It's up to you, becerro!"
𝓢𝓬𝓻𝓮𝓪𝓶𝓲𝓷𝓰 𝓙𝓪𝔂,@escartinni,2020-12-09T20:19:50.000Z,El hashtag #YoNoMeVacuno resulta estupendo para detectar (y bloquear) magufos de diferente ralea e infraseres de la ultraderecha.
Maria Patiño CF,@mariapatinocdf,2020-12-09T20:19:32.000Z,"Que miedo, yo tampoco #YoNoMeVacuno"
OJOS D Acero,@rarm2016,2020-12-09T20:19:02.000Z,"#YoNoMeVacuno me vacunarán, y así lo quiero! pk frente a la superchería y el negacionismo fanático, yo sigo apostando por la razón y la ciencia!"
Spiritwolf,@espiritwolf,2020-12-09T20:18:37.000Z,Entras en el hashtag #YoNoMeVacuno y solo hay peña despotricando contra el hashtag y nadie criticando la vacuna 
Tavero,@Taverito_O,2020-12-09T20:18:20.000Z,Los que estáis en #YoNoMeVacuno también sois los que lloráis porque os tienen cerrada la disco
𝓗𝓾𝓰𝓸,@hispaniensys,2020-12-09T20:17:55.000Z,"Yo me vacuno si puedo ponerme la vacuna china o la rusa. Si este gobierno negligente y la UE dice que, por cojones, tienen que ser las vacunas de las multinacionales mi respuesta es #YoNoMeVacuno"
𝘾𝙝𝙖𝙧𝙡𝙚𝙨 𝙁𝙪𝙧𝙪𝙙𝙤,@CharlesFurudo,2020-12-09T20:17:49.000Z,Y la reunion de retrasados de #YoNoMeVacuno ???
Paula Sanchón Sánchez,@paulasanchons,2020-12-09T20:17:49.000Z,"Me da vergüenza que #YoNoMeVacuno sea el primer TT en España.
¿Es 2020 el año con menos sentido común de la historia?"
Harto De Engaños,@DeEnganos,2020-12-09T20:17:01.000Z,#YoNoMeVacuno pues yo el primero si tengo gente cerca q no se vacune la palabra analfabeto se me queda corta
ຖ໐ຟคຖ tēຖk,@nowan_tenk,2020-12-09T20:16:46.000Z,"-#YoNoMeVacuno 
-Genial, uno menos
-Querrás decir uno más
-No no, uno menos!"
EBO | StickBrush zerø @ NieR Automata,EBO | StickBrush zerø @ NieR Automata,2020-12-09T20:15:49.000Z,"Lo de #YoNoMeVacuno, lo mismo que dije la última vez.
Científicos, investigadores, expertos... No, son el sistema, me pueden engañar. Ahora, ¿el YouTuber conspiranoico al que le pago la cocaína cortada con hormigón en Patreon? Ese no puede mentir, es LA VERDAD."
Patricia Lázaro ©,@PatriJBDL,2020-12-09T20:15:45.000Z,"Aunque me vacunen, estaría con el miedo por si no funciona al 100% y coja ese virus #YoNoMeVacuno"
Juan Luis Ortega,@JuanLuisOrtegaG,2020-12-09T20:15:33.000Z,"Los que dicen #YoNoMeVacuno, que se enteren que las vacunas salvan millones de vidas y que la homeopatía es un fraude. Este es el #nivelito ;)"
Apaga el Televirus,@no_al_nom,2020-12-09T20:15:01.000Z,"Ojalá les de algún efecto a todas esas personas del #YoMeVacunare o #yomevacuno, podéis meteros el COVID y su vacuna por el culo, es más os animo a vacunaros a ver si la naturaleza hace un buen trabajo y os extermina
#YoNoMeVacuno"
El Verde Encendido,@rumbosoy,2020-12-09T20:13:45.000Z,"Van tres y no sé vacuna el de enmedio
#YoNoMeVacuno"
Yemuyin desencadenado (Sigo estando hasta los),,2020-12-09T20:13:14.000Z,"Los que dicen #YoNoMeVacuno, es porque se aborregan "
Pastranec,@Pastranec,2020-12-09T20:13:11.000Z,"Pues #YoMeVacunare y los del #YoNoMeVacuno a mí que no se acerquen, ¡¡GILIPOLLAS!!"
Sandra,@qhusilu,2020-12-09T20:13:00.000Z,"#YoNoMeVacuno porque no hay vacuna, hay varios medicamentos en fase de experimentación, con ensayos clínicos cuestionados, sin evaluación independiente ni transparencia a la hora de considerar riesgos y beneficios"
Perraka,@Perraca69,2020-12-09T20:12:52.000Z,"#YoNoMeVacuno por los efectos secundarios, pero los 10 cubatas de garrafòn me los bebo doblados y de la farlopa cortada con cualquier mierda lamo hasta el papel"
"ıʌɐɾ
Cuenta B",@culebritachunga,2020-12-09T20:12:09.000Z,"La gente ""especialita"" de #YoNoMeVacuno son los que nos van a joder los conciertos y festivales para el año. No podríamos juntarlos a todos y enviarlos fuera de España. Hay mucha gente pobre en África que se merecen su sitio y no nacen tan cortitos"
Juan Rico,@JuanRico91,2020-12-09T20:11:50.000Z,"Tampoco entiendo las críticas a los del #YoNoMeVacuno . El que no quiera hacerlo esta en su derecho, para bien o para mal. Si tu confías en ella y te vacunas, si funciona no debería pasarte nada independientemente de que el resto no lo haga. Ese afán por imponer os va a perder..."
Ray Ashla,@RayAshla,2020-12-09T20:11:46.000Z,"#YoNoMeVacuno y no me pongo mascarilla,  y me voy de bares, de playa y a la sierra, de fiesta por ahí, pero luego hay muertos por culpa del gobierno, de los Illuminati, del 5g y de China."
felix,@dannbryy,2020-12-09T20:11:32.000Z,"os habéis fijado que los de #YoNoMeVacuno son la mayoría fachas de vox? 
que no se vacunen, que salimos ganando "
Gueorgui Kaplan,@jorge_caplan,2020-12-09T20:11:08.000Z,"#YoNoMeVacuno contra la monarquía, que ya estoy vacunao y tengo el monedero pelao. #9DRepública"
Pangeo,@FromGondwana,2020-12-09T20:11:02.000Z,"A los que decís ""#YoNoMeVacuno"", que sepáis que me alegra mucho vuestra decisión (aunque sea la típica pose del cobarde, porque seguro que al final os vacunaréis como todos).
El resto de la humanidad os lo va a agradecer mucho... Sobre todo, cuando desaparezcáis."
Juan Rico,@JuanRico91,2020-12-09T20:09:51.000Z,"Los argumentos contra los que dicen #YoNoMeVacuno que se basan en decir ""vacunarse no pero bien que fumas"" ""no quieren vacunarse pero se meten 6 cubatas un sábado sin problema"" ""ya hay que ser analfabeto para no vacunarse con la que está cayendo""(?). 
A ellos, todo bien por casa?"
Marimisterios,@marimisterios,2020-12-09T20:09:49.000Z,Los del hashtag #YoNoMeVacuno tienen todos la banderita en el perfil 
Reed Richard's,@ReedRichards87,2020-12-09T20:09:38.000Z,"Los que ahora están a favor de vacunarse son los que antes decían que no había Pandemia y que el 8M y su puta madre era más importante.

60.000 muertos después, ahora quieren vacunarse. ¿En qué quedamos? Sois puta escoria. 

#YoNoMeVacuno"
𝕻𝖆𝖇𝖑𝖔,@soy_pablo9,2020-12-09T20:09:32.000Z,Me hace mucha gracia los del hashtag #YoNoMeVacuno que ahora van de expertos en sanidad o algo cuando el único conocimiento de biología que tienen es el coño que ven todos los días para hacerse la paja matutina
Jorge M. López,@kokepk,2020-12-09T20:09:24.000Z,"#YoNoMeVacuno que no tengo cojones, #AMiQueMeVacunen"
_Caperucita_Feroz_,@_Kaperuzita_,2020-12-09T20:09:10.000Z,#YoNoMeVacuno que pereza.
Andreu ୧༼ಠ‿ಠ✿༽୨,@andreu_delaverg,2020-12-09T20:09:09.000Z,"#YoNoMeVacuno , mis padres son primos"
Pedro,@pedrolp041,2020-12-09T20:08:55.000Z,"#YoNoMeVacuno porque creo en la ciencia, en los periodos de pruebas y en mi propia libertad de decisión."
Escipión el Africano,@rabodetoro76,2020-12-09T20:08:35.000Z,"Podían empezar los 26 M de fusilamientos, que quieren los militares ultraderechistas, con los antivacunas

Es sólo una idea 
.

#YoNoMeVacuno"
hsgmk,@EGndar,2020-12-09T20:08:16.000Z,Cuando Sánchez el marqués de Galapagar Illa y su don Simón se la pongan en la frente y pidan perdón por las más de 60.000 víctimas #YoNoMeVacuno
Guille M.,@Farmaenfurecida,2020-12-09T20:08:06.000Z,"Que dos alérgicos hayan tenido una reacción alérgica es suficiente para decir #YoNoMeVacuno

Dieciséis comas etílicos cada fin de semana es un riesgo asumible por las copas a 3 euros."
Carmen Al,@carmen_algu,2020-12-09T20:08:04.000Z,"A ver gentes de izmierda. Podrá la gente con total libertad decidir? Q la peña es del #YoNoMeVacuno está en su derecho ante la incertidumbre d efectos adversos y no querer participar en el mayor experimento mundial sanitario. Cuando se vacunen todos los del Congreso, lo repienso"
Nono Jerez,@JerezNono,2020-12-09T20:07:30.000Z,"Le echo un vistazo a los TT el primero que me encuentro es #YoNoMeVacuno sí es que no aprendo,joder"
Sigue A tu Lider,@LiderSigue,2020-12-09T20:07:13.000Z,"#YoNoMeVacuno
Los terroristas de la información 
@A3Noticias
 @informativost5
 @sextaNoticias
 @EspejoPublico
 @elprogramadear
 difunden bulos con la vacuna porque viven de la muerte y destrucción. Son peor que el virus.
#terrorismoinformativo #Plandemia"
Soid,@Didac21510,2020-12-09T20:07:05.000Z,"Yo llevo la bandera de España porque me protege y porque soy muy patriota pero #YoNoMeVacuno para poder seguir lanzando muertos de la COVID al Gobierno.

Menudos vendepatrias los bandeloros..."
Ok polisha,@BombaMono,2020-12-09T20:05:30.000Z,#YoNoMeVacuno Soy un incívico
Pollito Despistao. Agítese antes de usar.,@PDespistao,2020-12-09T20:05:29.000Z,Pues no sé vacune si a cambio extreman los protocolos y no ponen en riesgo la libertad de los todavía sanos. Con coherencia y viendo por el bienestar ajeno se puede tomar la decisión que mejor creas conveniente. #YoNoMeVacuno
Toni García,@tonig73,2020-12-09T20:05:11.000Z,"Quien quiera vacunarse, que lo haga. Genial. Quien no, pues no. Genial también. No es para tanto. Es cuestión de gustos religiosos. Respeto mucho la religión del vacunismo, pero no la comparto, por tanto, en mi caso, #YoNoMeVacuno"
Carlos,@Ca_Mu_Ga,2020-12-09T20:05:09.000Z,"No falla, del #YoNoMeVacuno la mayoría con los nombres o descripciones de perfil llenas de 
.

Cuánto más nacionalista más gilipollas eres, no falla."
George Sorbos ⛧☭⛧ (Parodia),@ManejoLosHilos,2020-12-09T20:04:49.000Z,"No me puedo creer que #YoNoMeVacuno sea tendencia. No sé si todos los que tuitean con este hashtag están a favor, me gustaría pensar que no.

Vamos a ver:

¿Os vais a vacunar o no?

RT - #YoMeVacuno
MG - #YoNoMeVacuno"
Marius,@wmarius_,2020-12-09T20:04:37.000Z,"#YoNoMeVacuno me parece buena criba para detectar gilipollas, sinceramente :)"
George Orwell 67,@georgeorwell67,2020-12-09T20:04:23.000Z,"#YoNoMeVacuno pero vamos, que ni jarto vino... Va a ser que no participo en un experimento para una supuesta enfermedad que mata a un 0,14% de la población en el peor de los casos."
Soid,@Didac21510,2020-12-09T20:03:58.000Z,"Ríanse de Bosé pero los hay ""cuerdos"" que siguen su mismo camino. #YoNoMeVacuno porque lleva ""chis"""
Peeper,@killervatican,2020-12-09T20:03:15.000Z,#YoNoMeVacuno PORQUE CREO QUE 70.000 MUERTOS EN ESPAÑA SON POCOS. 
Alfonso,@AlfonsoTeller,2020-12-09T20:02:35.000Z,"Y a quien le importa?

#YoNoMeVacuno"
Jose,@Jose81105481,2020-12-09T20:02:26.000Z,"Yo hago lo contrario a lo que diga Sánchez, Iglesias, Irene, Calvo, Simón, Illa...

#YoNoMeVacuno"
Todo Está Perdido,@AsmodeusComing,2020-12-09T20:02:11.000Z,"#YoNoMeVacuno. Qué coño me voy a pinchar yo, con lo cagón que soy. A mí que me vacune alguien que sepa."
Σάρα,@salserumg,2020-12-09T20:02:09.000Z,Yo no me bacuno que el Bil Jates ese te pone un chi que controlan los sobieticos y los xinos en la somvra xd #YoNoMeVacuno
Whiskeyjack,@Whiskeyjack95,2020-12-09T20:01:57.000Z,Soy gilipollas por eso #YoNoMeVacuno
Ramón Espinar,@RamonEspinar,2020-12-09T20:01:44.000Z,"Lo de #YoNoMeVacuno es el síntoma claro de una sociedad que fue disciplinada cuando el Estado priorizó la vida y hoy desconfía de todo porque nadie tiene la sensación de que la salud y la vida sean lo primero.

Son frikis, pero manifiestan una sensación de desapego muy amplia."
Trollski ۞,@Oidobarra,2020-12-09T19:59:18.000Z,"#YoNoMeVacuno,entro en tu casa, violo a tu mujer y tus hijas, robo las pensiones de tus abuelos, pongo ácido sulfúrico en tu bote de colonia, me meo en tu almohada y rayo el coche. Pero sobre todo quemo tu bandera de españa y la foto de tu rey #BorbonesLadrones #VoxEsFascismo"
Jose,@Jose81105481,2020-12-09T19:59:03.000Z,"Yo no me vacuno pero diré que sí para que otros vayan antes.

#YoNoMeVacuno"
Marta ۞,@MarinMartac,2020-12-09T19:58:55.000Z,Todos los que usan el hastag #YoNoMeVacuno no piensan en los millones de sanitarios que han puesto su vida en juego durante esta pandemia para que todos sigamos adelante con nuestra vida. No piensan en las personas mayores que corren riesgo con tan solo salir a la calle.
Ireneu Aymí,@ireneuaymi,2020-12-09T19:58:55.000Z,Gente clamando #YoNoMeVacuno que se esnifa matarratas pensando que es Speed.
Vanessa,@Vanessa92249463,2020-12-09T19:58:39.000Z,#YoNoMeVacuno. Mi vacuna para ti.
Pureza ۞,@MiguelPureza,2020-12-09T19:58:39.000Z,"Decís #yonomevacuno por tres motivos:
1 - sois imbéciles
2 - sois aún más imbéciles
3 - sabéis que hay dosis para todos. Si no las hubiera lo querríais hacer si o si."
vania,@vaniaforzudo,2020-12-09T19:58:30.000Z,#YoNoMeVacuno hasta que se vean a los primeros y luego colas monumentales como para ir a la sierra a ver la nieve
lililipolili,@lililipolili,2020-12-09T19:58:27.000Z,"Estamos en la fase IV o sea, en un seguimiento para ver cómo funciona  realmente. Puede ser igual o menor la eficacia que se conoció en la Fase III y suelen presentarse muchas variables que juegan un rol vital y que pueden incluso, modificar la vacuna.
Por eso #YoNoMeVacuno"
El tipo aquel,@eltipoaquerl,2020-12-09T19:58:21.000Z,#YoNoMeVacuno hasta que no aprenda a sumar y restar.
Oscar91227,@oscar91227,2020-12-09T19:57:46.000Z,"Que difícil es ser derechon, que si un día que el virus no existe, que si otro las mascarillas matan, otro día que si están secuestrados, que si un día cuento los muertos y llamo al gobierno asesino y al dia siguiente grito ""salvar la navidad"" y hoy con el #YoNoMeVacuno"
Abba Askal,@AbbaAskal,2020-12-09T19:57:43.000Z,"#YoNoMeVacuno

Va a haber que exigir el carné de vacunas para asistir a cualquier servicio público.
Que te pones malito, pues te buscas algún remedio milagroso de cualquier charlatán, pero no acudas a un centro de salud."
Grand Leo Jesé,@JeseDelgadoTime,2020-12-09T19:57:31.000Z,los #yonomevacuno sois imbéciles completamente y lo que deberíais es dejar de respirar
Teacher Marcos - BioyGeo,@TeacherMarc76,2020-12-09T19:57:13.000Z,¿Os vais a vacunar? Yo hasta siendo biólogo estoy incediso ... #YoNoMeVacuno
Samu M,@Samu_M2,2020-12-09T19:56:48.000Z,#YoNoMeVacuno pero las rallas redoblás!!!
May Olivares,@mariateresaOli5,2020-12-09T19:56:31.000Z,Qué pesaicos los del #YoNoMeVacuno. Haced lo que queráis que nadie os está obligando cansinos.
Mefistoandcompany,@Mefisto_CO,2020-12-09T19:54:07.000Z,El  #YoNoMeVacuno se arregla exigiendo estar vacunado para entrar el los prostíbulos.
jose lopez perez,@jsetoj,2020-12-09T19:53:58.000Z,"Es una oportunidad única para que se extingan los terraplanistas, negacionistas, por lo tanto los fachas. Así que todos los progres a vacunarse y a esperar a que desaparezcan, ya que estaremos inmunizados !por fin sólo estaremos los que pensamos igual. ! #YoNoMeVacuno"
Raccoon - Pajareira Fan Acc.,@raccoon_es,2020-12-09T19:53:04.000Z,"#YoNoMeVacuno, que le pongan el mejunje ese a Perro Sanxe."
TI-REX,@JURASIKWOK,2020-12-09T19:52:44.000Z, #YoNoMeVacuno porque no hay vacuna para dinosaurios 
Lord Yborra,@jjyborra,2020-12-09T19:52:21.000Z,El doctor Cavadas en Nochebuena hasta arriba de anís del mono cosiendo la cabeza del cochinillo al cuerpo del pavo al grito de #YoNoMeVacuno.
Juan José Domínguez,@juanjodom,2020-12-09T19:52:13.000Z,"Si el Gobierno anunciase que solo vacunaba a los inmigrantes, arderían las ciudades con los antivacunas de vanguardia voxera #YoNoMeVacuno"
Aldapan Gora,@MenditikMendira,2020-12-09T19:51:47.000Z,"Son los negacionistas fascistas de toda la vida.
#YoNoMeVacuno"
Whisky Doble,@WhiskyDoble_,2020-12-09T19:51:47.000Z,"#YoNoMeVacuno Propongo que se vacunen solo los viejos que ven la TV, los jóvenes como no la vemos, no estamos contagiados"
EL CORONADO,@Stivenggg25,2020-12-09T19:51:42.000Z,  #YoNoMeVacuno hasta que todos los políticos se la apliquen y haga dentro de 3 meses sus efectos secundarios 
intemerata,@Intemerata666,2020-12-09T19:51:42.000Z,"Los del #YoNoMeVacuno son los mismos de lsa banderas en lo balcones, que lo sepáis."
pedrofisquim,@pedrofisquim,2020-12-09T19:51:34.000Z,"A todos los que dicen #YoNoMeVacuno. Gracias, así me llegará antes a mí la vacuna."
Ricardo Pérez Bernal,@RicardoPrezBer2,2020-12-09T19:51:31.000Z,Eso que no se vacune nadie que ya me vacunó yo #YoNoMeVacuno
Juan de Munck,@JuanMunck,2020-12-09T19:51:20.000Z,#YoNoMeVacuno para empezar no es una vacuna. Terapia genética jamás probada en humanos. Virus qué no afecta al 99%. Qué necesidad hay de vacuna? Ninguna. Negocio puro y duro. Nuevo Orden Mundial.
Andaluz Cabreado,@CabreadoAndaluz,2020-12-09T19:50:42.000Z,"Hay que ser muy anormal para haber creado este hashtag y pensar realmente en no vacunarse, con la que está cayendo, madre mia, con 300-400 muertos diarios.... 

#YoNoMeVacuno"
"No sé, no me consta",@consta_no,2020-12-09T19:50:36.000Z,#YoNoMeVacuno es un hashtag que confirma la selección natural de las especies.
Evil Lebowski,@EvilLebowski,2020-12-09T19:50:05.000Z,#YoNoMeVacuno de los últimos que si nos convertimos todos en zombis yo quiero ser de los primeros para comerme y convertir a otros.
ルベン-武蔵,@Musashi1990,2020-12-09T19:49:36.000Z,"El hashtag #YoNoMeVacuno de hoy es el ejemplo claro de lo que pueden provocar los titulares sensacionalistas y la información sesgada por parte de los medios.
Han conseguido infundir un miedo innecesario en la población."
Azote Vinagre,@AzoteVinagre,2020-12-09T19:49:24.000Z,"Gracias a los del #YoNoMeVacuno habrá antes vacunas para los que tenemos dos dedos de frente, selección natural lo llaman."
juanitabanana,@oostituu,2020-12-09T19:49:05.000Z,#YoNoMeVacuno para poder pillar el covid y echarle la culpa al gobierno socialcomunistabilduetarra.
Mefistoandcompany,@Mefisto_CO,2020-12-09T19:49:03.000Z,#YoNoMeVacuno hasta que no salga la vacuna con 6G.
George Sorbos ⛧☭⛧ (Parodia),@ManejoLosHilos,2020-12-09T19:48:55.000Z,"Los del #YoNoMeVacuno deberían firmar una renuncia de responsabilidad y, en caso de contagiarse o de contagiar a terceros, pagar los gastos médicos de su bolsillo"
IglesiasGarrapata,@Chepas_dimision,2020-12-09T19:48:55.000Z,"#YoNoMeVacuno y para que vean lo solidario que soy le regalo mi vacuna al ministro de las apuestas deportivas y juegos de azar. 
@agarzon
 para que despues digas que los de vox no somos solidarios."
El Alber,@aajimcas,2020-12-09T19:48:39.000Z,"#YoNoMeVacuno, no quiero que nada cierre, ir a celebrar la Navidad, etc, pero luego llamo enterrador al gobierno y me quejo de que la economía se hunde. Lo que sois es unos hdlgp. Si alguno acaba visitando la UCI que nos mande un selfie."
Naninachi,@NANINACHI,2020-12-09T19:48:30.000Z,"Que no se vacunen los de #YoNoMeVacuno es lo mejor, se llama selección natural. Total, los demás ya estaremos inmunizado y a ellos que se los coma el bicho."
Supermegarejas Richter,@supermegarejas,2020-12-09T19:48:21.000Z,#YoNoMeVacuno que vete tú a saber cómo me sienta al juntarlo con las lonchas de los sábados cortadas con talco y sosa cáustica.
El niño sandía,@aelito_mio,2020-12-09T19:48:08.000Z,"Estimados negacionistas del #YoNoMeVacuno muchas gracias por dejar las vacunas a la gente responsable.
Espero que os contagiéis cuando ya el resto estemos vacunados y que paséis un sufrimiento lejos de la sanidad pública.
Con cariño #YoMeVacunare"
Jabiólogo,@Jabiologo,2020-12-09T19:47:49.000Z,"#YoNoMeVacuno prefiero morir. Total, para vivir en un mundo de subnormales mejor morirse que vivir aguantando gilipolleces como estas"
Juan José Domínguez,@juanjodom,2020-12-09T19:47:29.000Z,"Leo a algunos de  los negacionistas de #YoNoMeVacuno, pero de las rayas de coca que esnifan no se vacunan."
:) angelines,@angelaarauz_,2020-12-09T19:47:15.000Z,"la gente que sigue lo de #YoNoMeVacuno , todo bien en casa? y en la cabeza?"
Carlos GZ,@buxonatesta,2020-12-09T19:47:02.000Z,Os antivacunas de sempre están empalmados con  isto #YoNoMeVacuno
María Martul,@MeriMartul,2020-12-09T19:44:44.000Z,¿Sabéis como se acabaría con esto del #YoNoMeVacuno? con un #SiNoTeVacunasSeguirásConfinado y con un #TúSiguesConMascarillaPorGilipollas.
♡Bego♡,@begonchi4,2020-12-09T19:44:37.000Z,¿Por qué no me sorprende que los del #YoNoMeVacuno sean fachas?
Daniel Prieto Juan,@Depejota,2020-12-09T19:44:12.000Z,"Los del hashtag #YoNoMeVacuno son los mismos del 5G, los negacionistas y toda esa banda de maleantes, están muy interesados en los efectos secundarios de la vacuna del Covid-19 y no ponérsela como excusa, pero compran porros sin preguntar por los efectos nocivos y se lo fuman."
Kakalin Novichok,@kakaLd0,2020-12-09T19:44:12.000Z,Ojalá se muera un porcentaje altísimo de la gente con el hashtag #YoNoMeVacuno
yesarela borrero,@yesarelaBM,2020-12-09T19:44:11.000Z,Los que están de acuerdo con  #YoNoMeVacuno sois estúpidos
Jackie Wick ~,@JackieWick3,2020-12-09T19:42:08.000Z,Estoy convencida de que los padres de los del #YoNoMeVacuno son primos. No tengo pruebas pero tampoco dudas.
Ernesto-Jimmy,@ErmesBBC,2020-12-09T19:41:59.000Z,"#YoNoMeVacuno ?... 
mucho mejor #Yodoblo_las_señales_de_trafico_a_cabezazos
#YolostengoCuadrados
#Yo_y_Platero"
Marc Fortuño,@MarcFortuno,2020-12-09T19:41:50.000Z,"Si la vacuna hubiese completado la Fase III analizándose los efectos secundarios a medio y largo plazo y la compatibilidad con otros medicamentos, estaría a favor.

Pero no es el caso, debido a las prisas para volver a la normalidad, hay un riesgo identificado.

#YoNoMeVacuno"
Papi Holley,@tito_holley,2020-12-09T19:41:42.000Z,Pero eres tonto o tonto de los de #YoNoMeVacuno?
Hoid,@BreakFyre,2020-12-09T19:41:24.000Z,"No digo lo que os haría a todos los del #YoNoMeVacuno porque me chaparían la cuenta. Pero os dejo caer esto:

Habría dolor. Mucho dolor"
LarrySion,@LarrySion,2020-12-09T19:40:42.000Z,Aquí podéis encontrar el primer censo público de personas cuyos padres son hermanos --> #YoNoMeVacuno
Rodrigo,@Rodrigoatm_f,2020-12-09T19:40:11.000Z,"Los que no se creyeron que el Coronavirus pudiese tener impacto en Europa son los que ahora dan la turra contra la libre decision de no vacunarse. Tanto #YoNoMeVacuno como #yomevacuno son igual de respetables, pero curiosamente solo unos dan la brasa a los otros"
Rosalia,@rosaliamrr,2020-12-09T19:39:59.000Z,"Los del #YoNoMeVacuno lo tienen fácil, que se queden en casa, así ni contagian ni se contagian, porque si enferman no sé quién les va a atender si no sé fían de la ciencia..."
AlexTailsV,@AlexVeiga4,2020-12-09T19:39:55.000Z,"#Yonomevacuno (""porque no se sabemos efectos adversos"") pero... 
- Mantengo relaciones sexuales sin protección = ETS y VIH
- Me fumo una caja de tabaco al dia = cancer de pulmón y otras patologías
- Bebo a tope = a tomar viento el hígado
- Consumo drogas = acabas hecho mierda"
To - t,@Totebolson,2020-12-09T19:39:44.000Z,"#YoNoMeVacuno pero las lonchas de Farlopa de cada Sábado, como autopistas."
Cynthia,@inNomineSomnium,2020-12-09T19:38:23.000Z,"#yonomevacuno con vacunas norteamericanas para dar un pelotazo a los mismos de siempre. 

La crítica a los laboratorios occidentales es una crítica al capitalismo."
Ponyo #LOS BORBONES SON UNOS LADRONES#,@Ponyo74210983,2020-12-09T19:38:20.000Z,Espero y deseo que los de #yonomevacuno se mueran y se destinen sus dosis a aquellos esos países que lo necesitan de verdad.
Ðante,@Dante29TV,2020-12-09T19:37:45.000Z,"#YoNoMeVacuno veo mucho hater hacia este hashtag. Y no, yo no consumo drogas, no bebo, y mi coeficiente intelectual es posiblemente mayor que cualquier corderito hater de estos. Ahora bien, si vosotros queréis vacunaros sin saber lo que os metéis al cuerpo, enhorabuena!"
Oscar91227,@oscar91227,2020-12-09T19:37:21.000Z,"Lo más gracioso es que todos los ignorantes y subnormales que andan comentando estupideces por este TT negacionista #YoNoMeVacuno, están vivos gracias a las vacunas que les pusieron de pequeñitos.

Cuando se enteren les estallará la cabeza.

Y por supuesto que yo #YoMeVacunare"
